Date,Time,NOx(GT),PT08.S3(NOx),Temperature (C),Relative Humidity,Absolute Humidity,Datetime
2004-03-11,20:00:00,351.0,743.0,9.6,67.8,0.8133,2004-03-11 20:00:00
2004-03-11,21:00:00,240.0,957.0,9.1,64.0,0.7419,2004-03-11 21:00:00
2004-03-11,22:00:00,94.0,1325.0,8.2,63.4,0.6905,2004-03-11 22:00:00
2004-03-11,23:00:00,47.0,1565.0,8.2,60.8,0.6657,2004-03-11 23:00:00
2004-03-12,00:00:00,122.0,1254.0,8.3,58.5,0.6438,2004-03-12 00:00:00
2004-03-12,01:00:00,133.0,1247.0,7.7,59.7,0.6308,2004-03-12 01:00:00
2004-03-12,02:00:00,82.0,1396.0,7.1,61.8,0.6276,2004-03-12 02:00:00
2004-03-12,03:00:00,114.57692307692308,1680.0,7.0,62.3,0.6261,2004-03-12 03:00:00
2004-03-12,04:00:00,21.0,1893.0,6.1,65.9,0.6248,2004-03-12 04:00:00
2004-03-12,05:00:00,30.0,1895.0,6.3,65.0,0.6233,2004-03-12 05:00:00
2004-03-12,06:00:00,56.0,1685.0,6.8,62.9,0.6234,2004-03-12 06:00:00
2004-03-12,07:00:00,109.0,1387.0,6.4,65.1,0.6316,2004-03-12 07:00:00
2004-03-12,08:00:00,307.0,897.0,7.3,63.1,0.6499,2004-03-12 08:00:00
2004-03-12,09:00:00,361.3263473053892,767.0,9.2,56.2,0.6561,2004-03-12 09:00:00
2004-03-12,10:00:00,187.0,912.0,13.2,41.7,0.632,2004-03-12 10:00:00
2004-03-12,11:00:00,216.0,969.0,14.3,38.4,0.6243,2004-03-12 11:00:00
2004-03-12,12:00:00,143.0,1035.0,15.0,36.5,0.6195,2004-03-12 12:00:00
2004-03-12,13:00:00,160.0,1008.0,16.1,34.5,0.6262,2004-03-12 13:00:00
2004-03-12,14:00:00,163.0,949.0,16.3,35.7,0.656,2004-03-12 14:00:00
2004-03-12,15:00:00,190.0,922.0,15.8,37.0,0.661,2004-03-12 15:00:00
2004-03-12,16:00:00,178.0,954.0,15.9,37.2,0.6657,2004-03-12 16:00:00
2004-03-12,17:00:00,150.0,1006.0,16.9,34.3,0.6549,2004-03-12 17:00:00
2004-03-12,18:00:00,206.0,812.0,15.1,39.6,0.6766,2004-03-12 18:00:00
2004-03-12,19:00:00,202.0,821.0,14.4,43.4,0.7084,2004-03-12 19:00:00
2004-03-12,20:00:00,340.0,624.0,12.9,50.5,0.7478,2004-03-12 20:00:00
2004-03-12,21:00:00,274.0,752.0,12.1,53.3,0.7536,2004-03-12 21:00:00
2004-03-12,22:00:00,253.0,839.0,11.0,59.1,0.774,2004-03-12 22:00:00
2004-03-12,23:00:00,300.0,741.0,9.7,64.6,0.7771,2004-03-12 23:00:00
2004-03-13,00:00:00,193.0,963.0,9.5,64.1,0.7597,2004-03-13 00:00:00
2004-03-13,01:00:00,139.0,1071.0,9.1,63.9,0.7423,2004-03-13 01:00:00
2004-03-13,02:00:00,83.0,1176.0,8.8,63.9,0.7256,2004-03-13 02:00:00
2004-03-13,03:00:00,114.57692307692308,1179.0,7.8,67.5,0.7173,2004-03-13 03:00:00
2004-03-13,04:00:00,109.0,1132.0,7.0,71.1,0.7158,2004-03-13 04:00:00
2004-03-13,05:00:00,62.0,1420.0,8.3,63.6,0.6982,2004-03-13 05:00:00
2004-03-13,06:00:00,53.0,1406.0,7.2,67.5,0.6887,2004-03-13 06:00:00
2004-03-13,07:00:00,139.0,1228.0,6.3,71.9,0.6932,2004-03-13 07:00:00
2004-03-13,08:00:00,256.0,935.0,6.5,71.6,0.6945,2004-03-13 08:00:00
2004-03-13,09:00:00,295.0,830.0,9.6,59.7,0.7124,2004-03-13 09:00:00
2004-03-13,10:00:00,250.0,869.0,12.4,51.2,0.7335,2004-03-13 10:00:00
2004-03-13,11:00:00,296.0,808.0,15.6,42.2,0.7451,2004-03-13 11:00:00
2004-03-13,12:00:00,239.0,875.0,18.4,33.8,0.709,2004-03-13 12:00:00
2004-03-13,13:00:00,153.0,987.0,19.4,31.3,0.695,2004-03-13 13:00:00
2004-03-13,14:00:00,118.0,1088.0,18.0,34.8,0.7127,2004-03-13 14:00:00
2004-03-13,15:00:00,119.0,1049.0,18.4,33.6,0.7042,2004-03-13 15:00:00
2004-03-13,16:00:00,138.0,1004.0,17.6,35.1,0.7012,2004-03-13 16:00:00
2004-03-13,17:00:00,148.0,976.0,16.7,37.8,0.7117,2004-03-13 17:00:00
2004-03-13,18:00:00,227.0,831.0,16.1,41.0,0.7451,2004-03-13 18:00:00
2004-03-13,19:00:00,277.0,758.0,15.8,42.4,0.7569,2004-03-13 19:00:00
2004-03-13,20:00:00,279.0,754.0,15.7,44.1,0.7786,2004-03-13 20:00:00
2004-03-13,21:00:00,283.0,762.0,15.3,46.8,0.8091,2004-03-13 21:00:00
2004-03-13,22:00:00,214.0,844.0,14.6,48.6,0.806,2004-03-13 22:00:00
2004-03-13,23:00:00,172.0,892.0,14.7,49.3,0.8193,2004-03-13 23:00:00
2004-03-14,00:00:00,190.0,889.0,13.9,53.6,0.8498,2004-03-14 00:00:00
2004-03-14,01:00:00,174.0,880.0,14.6,51.5,0.8536,2004-03-14 01:00:00
2004-03-14,02:00:00,128.0,953.0,12.5,58.9,0.8537,2004-03-14 02:00:00
2004-03-14,03:00:00,114.57692307692308,921.0,11.6,63.4,0.8674,2004-03-14 03:00:00
2004-03-14,04:00:00,70.0,1130.0,12.1,61.1,0.8603,2004-03-14 04:00:00
2004-03-14,05:00:00,53.0,1272.0,11.5,63.1,0.8533,2004-03-14 05:00:00
2004-03-14,06:00:00,44.0,1395.0,11.6,62.2,0.8473,2004-03-14 06:00:00
2004-03-14,07:00:00,74.0,1384.0,10.4,67.6,0.853,2004-03-14 07:00:00
2004-03-14,08:00:00,101.0,1225.0,11.6,62.7,0.853,2004-03-14 08:00:00
2004-03-14,09:00:00,118.0,1055.0,12.4,60.0,0.8627,2004-03-14 09:00:00
2004-03-14,10:00:00,144.0,952.0,14.5,53.1,0.8728,2004-03-14 10:00:00
2004-03-14,11:00:00,176.0,878.0,16.9,46.1,0.8789,2004-03-14 11:00:00
2004-03-14,12:00:00,161.0,907.0,19.3,38.3,0.8474,2004-03-14 12:00:00
2004-03-14,13:00:00,113.0,1084.0,21.2,31.4,0.7812,2004-03-14 13:00:00
2004-03-14,14:00:00,103.0,1104.0,21.4,30.2,0.7616,2004-03-14 14:00:00
2004-03-14,15:00:00,112.0,1081.0,21.9,29.0,0.7525,2004-03-14 15:00:00
2004-03-14,16:00:00,170.0,974.0,22.2,28.4,0.7516,2004-03-14 16:00:00
2004-03-14,17:00:00,180.0,943.0,21.3,30.8,0.7696,2004-03-14 17:00:00
2004-03-14,18:00:00,160.0,929.0,19.7,36.7,0.8307,2004-03-14 18:00:00
2004-03-14,19:00:00,261.0,753.0,18.4,41.7,0.8732,2004-03-14 19:00:00
2004-03-14,20:00:00,325.0,681.0,17.6,46.1,0.921,2004-03-14 20:00:00
2004-03-14,21:00:00,217.0,784.0,16.7,49.6,0.932,2004-03-14 21:00:00
2004-03-14,22:00:00,146.0,924.0,16.3,51.0,0.9341,2004-03-14 22:00:00
2004-03-14,23:00:00,152.0,933.0,14.7,55.9,0.9314,2004-03-14 23:00:00
2004-03-15,00:00:00,104.0,985.0,14.8,54.7,0.9164,2004-03-15 00:00:00
2004-03-15,01:00:00,106.0,1010.0,14.0,57.0,0.9094,2004-03-15 01:00:00
2004-03-15,02:00:00,108.0,998.0,13.4,61.3,0.9361,2004-03-15 02:00:00
2004-03-15,03:00:00,114.57692307692308,1128.0,12.6,63.5,0.923,2004-03-15 03:00:00
2004-03-15,04:00:00,66.0,1150.0,12.3,65.4,0.9351,2004-03-15 04:00:00
2004-03-15,05:00:00,88.0,1156.0,11.9,67.4,0.9375,2004-03-15 05:00:00
2004-03-15,06:00:00,138.0,1030.0,11.4,70.5,0.9475,2004-03-15 06:00:00
2004-03-15,07:00:00,228.0,897.0,11.3,70.2,0.9401,2004-03-15 07:00:00
2004-03-15,08:00:00,360.0,652.0,12.4,63.9,0.917,2004-03-15 08:00:00
2004-03-15,09:00:00,478.0,537.0,14.8,54.3,0.9076,2004-03-15 09:00:00
2004-03-15,10:00:00,394.0,622.0,17.4,45.6,0.8993,2004-03-15 10:00:00
2004-03-15,11:00:00,319.0,710.0,19.8,38.5,0.8801,2004-03-15 11:00:00
2004-03-15,12:00:00,201.0,831.0,22.0,34.1,0.8904,2004-03-15 12:00:00
2004-03-15,13:00:00,171.0,830.0,23.3,32.2,0.9096,2004-03-15 13:00:00
2004-03-15,14:00:00,159.0,838.0,23.9,30.0,0.8757,2004-03-15 14:00:00
2004-03-15,15:00:00,153.0,926.0,24.4,28.9,0.8736,2004-03-15 15:00:00
2004-03-15,16:00:00,143.0,950.0,24.4,29.4,0.8848,2004-03-15 16:00:00
2004-03-15,17:00:00,156.0,857.0,23.8,31.3,0.9137,2004-03-15 17:00:00
2004-03-15,18:00:00,314.0,631.0,22.5,35.4,0.9547,2004-03-15 18:00:00
2004-03-15,19:00:00,404.0,542.0,20.4,42.5,1.0086,2004-03-15 19:00:00
2004-03-15,20:00:00,320.0,565.0,18.3,52.6,1.0945,2004-03-15 20:00:00
2004-03-15,21:00:00,256.0,678.0,16.7,57.4,1.0786,2004-03-15 21:00:00
2004-03-15,22:00:00,193.0,764.0,15.7,60.2,1.0654,2004-03-15 22:00:00
2004-03-15,23:00:00,89.0,1008.0,15.3,61.4,1.058,2004-03-15 23:00:00
2004-03-16,00:00:00,127.0,852.0,14.1,65.7,1.0494,2004-03-16 00:00:00
2004-03-16,01:00:00,79.0,1098.0,14.8,60.6,1.0148,2004-03-16 01:00:00
2004-03-16,02:00:00,43.0,1320.0,14.8,59.2,0.9879,2004-03-16 02:00:00
2004-03-16,03:00:00,114.57692307692308,1376.0,13.6,62.1,0.9636,2004-03-16 03:00:00
2004-03-16,04:00:00,59.0,1316.0,12.3,66.2,0.945,2004-03-16 04:00:00
2004-03-16,05:00:00,38.0,1412.0,12.8,63.2,0.9283,2004-03-16 05:00:00
2004-03-16,06:00:00,82.0,1246.0,11.2,68.5,0.9081,2004-03-16 06:00:00
2004-03-16,07:00:00,99.0,1162.0,11.0,66.5,0.8705,2004-03-16 07:00:00
2004-03-16,08:00:00,263.0,770.0,11.7,63.7,0.8719,2004-03-16 08:00:00
2004-03-16,09:00:00,229.0,698.0,13.6,56.3,0.8743,2004-03-16 09:00:00
2004-03-16,10:00:00,396.0,628.0,17.8,42.9,0.8672,2004-03-16 10:00:00
2004-03-16,11:00:00,314.0,730.0,21.4,33.3,0.8417,2004-03-16 11:00:00
2004-03-16,12:00:00,217.0,776.0,24.4,27.4,0.8231,2004-03-16 12:00:00
2004-03-16,13:00:00,252.0,724.0,25.3,26.1,0.8264,2004-03-16 13:00:00
2004-03-16,14:00:00,263.0,773.0,25.8,23.2,0.7589,2004-03-16 14:00:00
2004-03-16,15:00:00,180.0,893.0,27.0,20.2,0.7094,2004-03-16 15:00:00
2004-03-16,16:00:00,184.0,905.0,28.2,18.6,0.7014,2004-03-16 16:00:00
2004-03-16,17:00:00,190.0,898.0,28.0,19.1,0.7098,2004-03-16 17:00:00
2004-03-16,18:00:00,184.0,859.0,23.9,25.7,0.7519,2004-03-16 18:00:00
2004-03-16,19:00:00,181.0,800.0,21.3,34.8,0.873,2004-03-16 19:00:00
2004-03-16,20:00:00,166.0,854.0,20.4,36.7,0.8704,2004-03-16 20:00:00
2004-03-16,21:00:00,317.0,700.0,19.0,41.3,0.9007,2004-03-16 21:00:00
2004-03-16,22:00:00,184.0,818.0,17.9,45.9,0.9342,2004-03-16 22:00:00
2004-03-16,23:00:00,130.0,935.0,16.7,48.9,0.9226,2004-03-16 23:00:00
2004-03-17,00:00:00,132.0,922.0,15.5,52.9,0.9271,2004-03-17 00:00:00
2004-03-17,01:00:00,95.0,1066.0,15.5,51.9,0.9059,2004-03-17 01:00:00
2004-03-17,02:00:00,70.0,1169.0,14.1,55.6,0.891,2004-03-17 02:00:00
2004-03-17,03:00:00,114.57692307692308,1292.0,13.1,57.9,0.8666,2004-03-17 03:00:00
2004-03-17,04:00:00,54.0,1396.0,12.7,57.9,0.8447,2004-03-17 04:00:00
2004-03-17,05:00:00,28.0,1460.0,11.8,58.0,0.8026,2004-03-17 05:00:00
2004-03-17,06:00:00,46.0,1417.0,11.9,57.4,0.7978,2004-03-17 06:00:00
2004-03-17,07:00:00,160.0,1038.0,9.9,65.2,0.7956,2004-03-17 07:00:00
2004-03-17,08:00:00,320.0,702.0,11.1,60.2,0.7958,2004-03-17 08:00:00
2004-03-17,09:00:00,377.0,553.0,14.1,50.0,0.802,2004-03-17 09:00:00
2004-03-17,10:00:00,280.0,703.0,17.7,40.1,0.8048,2004-03-17 10:00:00
2004-03-17,11:00:00,221.0,819.0,21.1,33.4,0.8265,2004-03-17 11:00:00
2004-03-17,12:00:00,210.0,905.0,24.3,28.3,0.8471,2004-03-17 12:00:00
2004-03-17,13:00:00,204.0,861.0,25.6,25.6,0.8254,2004-03-17 13:00:00
2004-03-17,14:00:00,161.0,887.0,25.9,25.9,0.8503,2004-03-17 14:00:00
2004-03-17,15:00:00,135.0,1013.0,26.8,18.7,0.65,2004-03-17 15:00:00
2004-03-17,16:00:00,186.0,940.0,29.3,15.8,0.6309,2004-03-17 16:00:00
2004-03-17,17:00:00,147.0,1032.0,28.5,14.9,0.5708,2004-03-17 17:00:00
2004-03-17,18:00:00,299.0,793.0,25.9,16.0,0.5237,2004-03-17 18:00:00
2004-03-17,19:00:00,411.0,617.0,23.1,26.5,0.7403,2004-03-17 19:00:00
2004-03-17,20:00:00,347.0,597.0,20.5,38.2,0.9133,2004-03-17 20:00:00
2004-03-17,21:00:00,336.0,653.0,19.1,42.6,0.9294,2004-03-17 21:00:00
2004-03-17,22:00:00,202.0,770.0,17.2,44.1,0.8558,2004-03-17 22:00:00
2004-03-17,23:00:00,178.0,731.0,16.0,50.9,0.9206,2004-03-17 23:00:00
2004-03-18,00:00:00,154.0,796.0,14.8,53.9,0.9024,2004-03-18 00:00:00
2004-03-18,01:00:00,92.0,947.0,14.3,55.4,0.8975,2004-03-18 01:00:00
2004-03-18,02:00:00,61.0,1057.0,14.8,52.1,0.8686,2004-03-18 02:00:00
2004-03-18,03:00:00,114.57692307692308,1196.0,13.9,53.9,0.8501,2004-03-18 03:00:00
2004-03-18,04:00:00,60.0,1260.0,11.6,61.9,0.8442,2004-03-18 04:00:00
2004-03-18,05:00:00,37.0,1293.0,12.0,58.9,0.8233,2004-03-18 05:00:00
2004-03-18,06:00:00,68.0,1251.0,10.9,62.1,0.8113,2004-03-18 06:00:00
2004-03-18,07:00:00,139.0,1005.0,10.6,63.3,0.8067,2004-03-18 07:00:00
2004-03-18,08:00:00,339.0,667.0,11.5,60.0,0.8117,2004-03-18 08:00:00
2004-03-18,09:00:00,421.0,541.0,14.3,50.6,0.8186,2004-03-18 09:00:00
2004-03-18,10:00:00,349.0,686.0,17.8,40.5,0.821,2004-03-18 10:00:00
2004-03-18,11:00:00,224.0,831.0,20.8,34.4,0.8365,2004-03-18 11:00:00
2004-03-18,12:00:00,171.0,899.0,23.8,28.2,0.8219,2004-03-18 12:00:00
2004-03-18,13:00:00,149.0,891.0,24.2,28.7,0.8515,2004-03-18 13:00:00
2004-03-18,14:00:00,137.0,901.0,25.2,24.9,0.7829,2004-03-18 14:00:00
2004-03-18,15:00:00,149.0,934.0,27.0,17.8,0.6275,2004-03-18 15:00:00
2004-03-18,16:00:00,172.0,822.0,27.1,23.1,0.818,2004-03-18 16:00:00
2004-03-18,17:00:00,166.0,873.0,25.8,23.9,0.7832,2004-03-18 17:00:00
2004-03-18,18:00:00,214.0,764.0,23.0,26.8,0.7446,2004-03-18 18:00:00
2004-03-18,19:00:00,280.0,683.0,20.7,31.1,0.7523,2004-03-18 19:00:00
2004-03-18,20:00:00,276.0,684.0,18.6,36.2,0.7676,2004-03-18 20:00:00
2004-03-18,21:00:00,178.0,814.0,16.0,48.4,0.8768,2004-03-18 21:00:00
2004-03-18,22:00:00,129.0,885.0,14.5,57.8,0.9456,2004-03-18 22:00:00
2004-03-18,23:00:00,95.0,948.0,13.1,64.2,0.9606,2004-03-18 23:00:00
2004-03-19,00:00:00,126.0,918.0,12.0,69.7,0.9735,2004-03-19 00:00:00
2004-03-19,01:00:00,103.0,1021.0,11.9,71.1,0.9915,2004-03-19 01:00:00
2004-03-19,02:00:00,48.0,1229.0,12.5,69.3,1.0029,2004-03-19 02:00:00
2004-03-19,03:00:00,114.57692307692308,1382.0,12.5,67.5,0.9768,2004-03-19 03:00:00
2004-03-19,04:00:00,20.0,1440.0,12.3,67.7,0.9665,2004-03-19 04:00:00
2004-03-19,05:00:00,18.0,1620.0,12.5,66.8,0.962,2004-03-19 05:00:00
2004-03-19,06:00:00,56.0,1373.0,12.3,66.3,0.9487,2004-03-19 06:00:00
2004-03-19,07:00:00,115.0,1054.0,12.4,64.9,0.9332,2004-03-19 07:00:00
2004-03-19,08:00:00,320.0,671.0,13.0,61.6,0.9209,2004-03-19 08:00:00
2004-03-19,09:00:00,357.0,575.0,13.6,58.8,0.912,2004-03-19 09:00:00
2004-03-19,10:00:00,253.0,701.0,13.9,57.1,0.9032,2004-03-19 10:00:00
2004-03-19,11:00:00,218.0,759.0,14.5,54.4,0.8917,2004-03-19 11:00:00
2004-03-19,12:00:00,192.0,813.0,15.5,50.1,0.8744,2004-03-19 12:00:00
2004-03-19,13:00:00,176.0,793.0,16.1,47.6,0.8655,2004-03-19 13:00:00
2004-03-19,14:00:00,198.0,771.0,16.3,47.1,0.864,2004-03-19 14:00:00
2004-03-19,15:00:00,212.0,724.0,16.4,47.5,0.8791,2004-03-19 15:00:00
2004-03-19,16:00:00,249.0,708.0,16.1,50.2,0.9094,2004-03-19 16:00:00
2004-03-19,17:00:00,270.0,690.0,16.0,50.7,0.9142,2004-03-19 17:00:00
2004-03-19,18:00:00,231.0,704.0,15.8,50.3,0.8989,2004-03-19 18:00:00
2004-03-19,19:00:00,251.0,677.0,15.5,50.6,0.884,2004-03-19 19:00:00
2004-03-19,20:00:00,210.0,698.0,15.4,51.4,0.8956,2004-03-19 20:00:00
2004-03-19,21:00:00,249.0,748.0,15.2,53.1,0.9117,2004-03-19 21:00:00
2004-03-19,22:00:00,143.0,904.0,14.7,57.6,0.9573,2004-03-19 22:00:00
2004-03-19,23:00:00,127.0,948.0,14.2,58.3,0.938,2004-03-19 23:00:00
2004-03-20,00:00:00,104.0,1064.0,13.8,57.9,0.9085,2004-03-20 00:00:00
2004-03-20,01:00:00,86.0,1105.0,13.9,55.9,0.8842,2004-03-20 01:00:00
2004-03-20,02:00:00,74.0,1182.0,13.9,55.6,0.8765,2004-03-20 02:00:00
2004-03-20,03:00:00,114.57692307692308,1252.0,13.8,55.1,0.8666,2004-03-20 03:00:00
2004-03-20,04:00:00,44.0,1308.0,13.8,54.6,0.8574,2004-03-20 04:00:00
2004-03-20,05:00:00,42.0,1260.0,13.6,55.1,0.856,2004-03-20 05:00:00
2004-03-20,06:00:00,63.0,1317.0,13.6,59.0,0.9129,2004-03-20 06:00:00
2004-03-20,07:00:00,115.0,1161.0,13.5,58.4,0.896,2004-03-20 07:00:00
2004-03-20,08:00:00,170.0,902.0,13.8,58.0,0.9083,2004-03-20 08:00:00
2004-03-20,09:00:00,147.0,834.0,14.6,53.1,0.8765,2004-03-20 09:00:00
2004-03-20,10:00:00,166.0,776.0,15.0,52.3,0.8881,2004-03-20 10:00:00
2004-03-20,11:00:00,195.0,768.0,15.4,52.1,0.9046,2004-03-20 11:00:00
2004-03-20,12:00:00,182.0,782.0,16.3,50.0,0.9158,2004-03-20 12:00:00
2004-03-20,13:00:00,168.0,809.0,17.1,47.9,0.9281,2004-03-20 13:00:00
2004-03-20,14:00:00,125.0,900.0,19.0,42.9,0.937,2004-03-20 14:00:00
2004-03-20,15:00:00,95.0,980.0,19.5,42.3,0.9476,2004-03-20 15:00:00
2004-03-20,16:00:00,79.0,1036.0,19.5,42.3,0.9493,2004-03-20 16:00:00
2004-03-20,17:00:00,119.0,930.0,19.1,43.8,0.9556,2004-03-20 17:00:00
2004-03-20,18:00:00,142.0,856.0,18.5,46.3,0.9744,2004-03-20 18:00:00
2004-03-20,19:00:00,215.0,734.0,17.4,51.6,1.0159,2004-03-20 19:00:00
2004-03-20,20:00:00,229.0,733.0,17.1,51.3,0.9914,2004-03-20 20:00:00
2004-03-20,21:00:00,206.0,785.0,16.4,53.8,0.9964,2004-03-20 21:00:00
2004-03-20,22:00:00,147.0,864.0,16.2,55.4,1.0132,2004-03-20 22:00:00
2004-03-20,23:00:00,122.0,905.0,15.9,57.7,1.0356,2004-03-20 23:00:00
2004-03-21,00:00:00,175.0,835.0,15.7,58.6,1.0396,2004-03-21 00:00:00
2004-03-21,01:00:00,133.0,941.0,15.1,60.9,1.0398,2004-03-21 01:00:00
2004-03-21,02:00:00,89.0,1004.0,15.6,56.6,0.9951,2004-03-21 02:00:00
2004-03-21,03:00:00,114.57692307692308,987.0,15.2,57.9,0.9941,2004-03-21 03:00:00
2004-03-21,04:00:00,85.0,1029.0,15.4,57.8,1.0021,2004-03-21 04:00:00
2004-03-21,05:00:00,55.0,1136.0,14.9,60.6,1.0196,2004-03-21 05:00:00
2004-03-21,06:00:00,24.0,1300.0,14.5,63.0,1.0316,2004-03-21 06:00:00
2004-03-21,07:00:00,72.0,1143.0,14.2,66.2,1.063,2004-03-21 07:00:00
2004-03-21,08:00:00,122.0,1062.0,14.5,65.3,1.0704,2004-03-21 08:00:00
2004-03-21,09:00:00,111.0,996.0,15.3,62.1,1.073,2004-03-21 09:00:00
2004-03-21,10:00:00,123.0,914.0,16.3,59.0,1.0868,2004-03-21 10:00:00
2004-03-21,11:00:00,106.0,911.0,18.9,49.6,1.07,2004-03-21 11:00:00
2004-03-21,12:00:00,103.0,953.0,19.4,46.1,1.0249,2004-03-21 12:00:00
2004-03-21,13:00:00,102.0,981.0,20.8,41.6,1.0091,2004-03-21 13:00:00
2004-03-21,14:00:00,48.0,1144.0,21.4,40.3,1.0126,2004-03-21 14:00:00
2004-03-21,15:00:00,63.0,962.0,21.2,39.3,0.9791,2004-03-21 15:00:00
2004-03-21,16:00:00,98.0,1060.0,20.3,38.0,0.8942,2004-03-21 16:00:00
2004-03-21,17:00:00,132.0,961.0,19.4,41.3,0.9206,2004-03-21 17:00:00
2004-03-21,18:00:00,173.0,769.0,18.5,43.8,0.9252,2004-03-21 18:00:00
2004-03-21,19:00:00,185.0,823.0,17.8,48.1,0.9689,2004-03-21 19:00:00
2004-03-21,20:00:00,266.0,769.0,17.9,46.9,0.952,2004-03-21 20:00:00
2004-03-21,21:00:00,188.0,883.0,17.4,49.1,0.9688,2004-03-21 21:00:00
2004-03-21,22:00:00,122.0,933.0,17.0,51.7,0.9914,2004-03-21 22:00:00
2004-03-21,23:00:00,112.0,920.0,16.4,55.1,1.0198,2004-03-21 23:00:00
2004-03-22,00:00:00,93.0,995.0,16.1,60.0,1.0919,2004-03-22 00:00:00
2004-03-22,01:00:00,74.0,1050.0,15.8,60.5,1.0805,2004-03-22 01:00:00
2004-03-22,02:00:00,23.0,1417.0,16.3,57.0,1.0491,2004-03-22 02:00:00
2004-03-22,03:00:00,114.57692307692308,1813.0,16.9,53.9,1.0309,2004-03-22 03:00:00
2004-03-22,04:00:00,17.0,1756.0,16.1,55.9,1.0153,2004-03-22 04:00:00
2004-03-22,05:00:00,15.0,1786.0,16.5,53.9,1.0049,2004-03-22 05:00:00
2004-03-22,06:00:00,41.0,1480.0,16.4,54.0,0.9979,2004-03-22 06:00:00
2004-03-22,07:00:00,86.0,1072.0,15.7,57.6,1.0195,2004-03-22 07:00:00
2004-03-22,08:00:00,226.0,732.0,15.8,53.7,0.9571,2004-03-22 08:00:00
2004-03-22,09:00:00,214.0,711.0,17.4,42.1,0.8281,2004-03-22 09:00:00
2004-03-22,10:00:00,115.0,1032.0,17.9,38.4,0.7793,2004-03-22 10:00:00
2004-03-22,11:00:00,124.0,1026.0,18.5,36.7,0.7764,2004-03-22 11:00:00
2004-03-22,12:00:00,122.0,947.0,21.0,29.6,0.7263,2004-03-22 12:00:00
2004-03-22,13:00:00,107.0,955.0,21.3,28.1,0.7067,2004-03-22 13:00:00
2004-03-22,14:00:00,133.0,952.0,21.3,26.1,0.6539,2004-03-22 14:00:00
2004-03-22,15:00:00,130.0,965.0,21.3,26.8,0.6681,2004-03-22 15:00:00
2004-03-22,16:00:00,150.0,964.0,21.3,24.2,0.606,2004-03-22 16:00:00
2004-03-22,17:00:00,138.0,928.0,20.2,28.5,0.6682,2004-03-22 17:00:00
2004-03-22,18:00:00,213.0,720.0,17.0,43.1,0.8264,2004-03-22 18:00:00
2004-03-22,19:00:00,232.0,678.0,15.6,47.4,0.8347,2004-03-22 19:00:00
2004-03-22,20:00:00,238.0,678.0,15.3,47.4,0.8178,2004-03-22 20:00:00
2004-03-22,21:00:00,180.0,775.0,14.5,49.7,0.8177,2004-03-22 21:00:00
